"Column Name","Label"
"S0201_287E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Gas"
"S0201_287EA","Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Gas"
"S0201_287M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Gas"
"S0201_287MA","Annotation of Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Gas"
"S0201_288E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity"
"S0201_288EA","Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity"
"S0201_288M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity"
"S0201_288MA","Annotation of Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity"
"S0201_289E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!All other fuels"
"S0201_289EA","Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!All other fuels"
"S0201_289M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!All other fuels"
"S0201_289MA","Annotation of Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!All other fuels"
"S0201_290E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used"
"S0201_290M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used"
"S0201_290MA","Annotation of Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used"
"S0201_290EA","Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used"
"S0201_291E","Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units"
"S0201_291EA","Annotation of Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units"
"S0201_291M","Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units"
"S0201_291MA","Annotation of Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units"
"S0201_292E","Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available"
"S0201_292EA","Annotation of Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available"
"S0201_292M","Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available"
"S0201_292MA","Annotation of Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available"
"S0201_293E","Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!1.01 or more occupants per room"
"S0201_293M","Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!1.01 or more occupants per room"
"S0201_293MA","Annotation of Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!1.01 or more occupants per room"
"S0201_293EA","Annotation of Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!1.01 or more occupants per room"
"S0201_294E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Housing units with a mortgage (excluding units where SMOC cannot be computed)"
"S0201_294EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Housing units with a mortgage (excluding units where SMOC cannot be computed)"
"S0201_294M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Housing units with a mortgage (excluding units where SMOC cannot be computed)"
"S0201_294MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Housing units with a mortgage (excluding units where SMOC cannot be computed)"
"S0201_295E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Housing units with a mortgage (excluding units where SMOC cannot be computed)!!Less than 30 percent"
"S0201_295M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Housing units with a mortgage (excluding units where SMOC cannot be computed)!!Less than 30 percent"
"S0201_295MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Housing units with a mortgage (excluding units where SMOC cannot be computed)!!Less than 30 percent"
"S0201_295EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Housing units with a mortgage (excluding units where SMOC cannot be computed)!!Less than 30 percent"
"S0201_296E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Housing units with a mortgage (excluding units where SMOC cannot be computed)!!30 percent or more"
"S0201_296M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Housing units with a mortgage (excluding units where SMOC cannot be computed)!!30 percent or more"
"S0201_296MA","Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Housing units with a mortgage (excluding units where SMOC cannot be computed)!!30 percent or more"
"S0201_296EA","Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Housing units with a mortgage (excluding units where SMOC cannot be computed)!!30 percent or more"
"S0201_297E","Estimate!!OWNER CHARACTERISTICS!!Owner-occupied housing units"
"S0201_297EA","Annotation of Estimate!!OWNER CHARACTERISTICS!!Owner-occupied housing units"
"S0201_297M","Margin of Error!!OWNER CHARACTERISTICS!!Owner-occupied housing units"
"S0201_297MA","Annotation of Margin of Error!!OWNER CHARACTERISTICS!!Owner-occupied housing units"
"S0201_298E","Estimate!!OWNER CHARACTERISTICS!!Owner-occupied housing units!!Median value (dollars)"
"S0201_298EA","Annotation of Estimate!!OWNER CHARACTERISTICS!!Owner-occupied housing units!!Median value (dollars)"
"S0201_298M","Margin of Error!!OWNER CHARACTERISTICS!!Owner-occupied housing units!!Median value (dollars)"
"S0201_298MA","Annotation of Margin of Error!!OWNER CHARACTERISTICS!!Owner-occupied housing units!!Median value (dollars)"
"S0201_299E","Estimate!!OWNER CHARACTERISTICS!!Owner-occupied housing units!!Median selected monthly owner costs with a mortgage (dollars)"
"S0201_299M","Margin of Error!!OWNER CHARACTERISTICS!!Owner-occupied housing units!!Median selected monthly owner costs with a mortgage (dollars)"
"S0201_299MA","Annotation of Margin of Error!!OWNER CHARACTERISTICS!!Owner-occupied housing units!!Median selected monthly owner costs with a mortgage (dollars)"
"S0201_299EA","Annotation of Estimate!!OWNER CHARACTERISTICS!!Owner-occupied housing units!!Median selected monthly owner costs with a mortgage (dollars)"
"S0201_300E","Estimate!!OWNER CHARACTERISTICS!!Owner-occupied housing units!!Median selected monthly owner costs without a mortgage (dollars)"
"S0201_300EA","Annotation of Estimate!!OWNER CHARACTERISTICS!!Owner-occupied housing units!!Median selected monthly owner costs without a mortgage (dollars)"
"S0201_300M","Margin of Error!!OWNER CHARACTERISTICS!!Owner-occupied housing units!!Median selected monthly owner costs without a mortgage (dollars)"
"S0201_300MA","Annotation of Margin of Error!!OWNER CHARACTERISTICS!!Owner-occupied housing units!!Median selected monthly owner costs without a mortgage (dollars)"
"S0201_301E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Occupied units paying rent (excluding units where GRAPI cannot be computed)"
"S0201_301M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Occupied units paying rent (excluding units where GRAPI cannot be computed)"
"S0201_301MA","Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Occupied units paying rent (excluding units where GRAPI cannot be computed)"
"S0201_301EA","Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Occupied units paying rent (excluding units where GRAPI cannot be computed)"
"S0201_302E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 30 percent"
"S0201_302M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 30 percent"
"S0201_302MA","Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 30 percent"
"S0201_302EA","Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 30 percent"
"S0201_303E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30 percent or more"
"S0201_303M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30 percent or more"
"S0201_303MA","Annotation of Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30 percent or more"
"S0201_303EA","Annotation of Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30 percent or more"
"S0201_304E","Estimate!!GROSS RENT!!Occupied units paying rent"
"S0201_304EA","Annotation of Estimate!!GROSS RENT!!Occupied units paying rent"
"S0201_304M","Margin of Error!!GROSS RENT!!Occupied units paying rent"
"S0201_304MA","Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent"
"S0201_305E","Estimate!!GROSS RENT!!Occupied units paying rent!!Median gross rent (dollars)"
"S0201_305EA","Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!Median gross rent (dollars)"
"S0201_305M","Margin of Error!!GROSS RENT!!Occupied units paying rent!!Median gross rent (dollars)"
"S0201_305MA","Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!Median gross rent (dollars)"
"S0201_306E","Estimate!!COMPUTERS AND INTERNET USE!!Total households"
"S0201_306EA","Annotation of Estimate!!COMPUTERS AND INTERNET USE!!Total households"
"S0201_306M","Margin of Error!!COMPUTERS AND INTERNET USE!!Total households"
"S0201_306MA","Annotation of Margin of Error!!COMPUTERS AND INTERNET USE!!Total households"
"S0201_307E","Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a computer"
"S0201_307EA","Annotation of Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a computer"
"S0201_307M","Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a computer"
"S0201_307MA","Annotation of Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a computer"
"S0201_308E","Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"S0201_308EA","Annotation of Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"S0201_308M","Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"S0201_308MA","Annotation of Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
